sentence,difficulty,encoded_diff,tokens,tokens_no_stop,token_count,nb_verbs,nb_nouns,nb_adj,tfidf_score
Le bleu est très présent dans la nature : c'est la couleur du ciel et de la mer.,A1,0,"['Le', 'bleu', 'est', 'très', 'présent', 'dans', 'la', 'nature', ':', ""c'"", 'est', 'la', 'couleur', 'du', 'ciel', 'et', 'de', 'la', 'mer', '.']","['bleu', 'présent', 'nature', ':', 'couleur', 'ciel', 'mer', '.']",8,0,4,1,3.4483901636437997
"Elle fais ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher.",A2,1,"['Elle', 'fais', 'ses', 'devoirs', 'puis', 'prépare', 'le', 'dîner', 'et', 'finalement', ',', 'elle', 'regarde', 'un', 'film', 'avant', ""d'"", 'aller', 'se', 'coucher', '.']","['devoirs', 'prépare', 'dîner', 'finalement', ',', 'regarde', 'film', 'aller', 'coucher', '.']",10,5,3,1,3.9076619029523023
Pas de fête avec vous ce soir,A1,0,"['Pas', 'de', 'fête', 'avec', 'vous', 'ce', 'soir']","['fête', 'soir']",2,0,2,1,2.504120265447753
Je n'arrive plus à dormir depuis quelques jours à cause de mes voisins et leurs travaux.,A2,1,"['Je', ""n'"", 'arrive', 'plus', 'à', 'dormir', 'depuis', 'quelques', 'jours', 'à', 'cause', 'de', 'mes', 'voisins', 'et', 'leurs', 'travaux', '.']","['arrive', 'dormir', 'jours', 'cause', 'voisins', 'travaux', '.']",7,2,4,2,3.5386773663322484
"C'était une chétive créature, une masse de chair ridée, avec des paupières entre-closes, des traits informes et à peine ébauchés.",C2,5,"[""C'"", 'était', 'une', 'chétive', 'créature', ',', 'une', 'masse', 'de', 'chair', 'ridée', ',', 'avec', 'des', 'paupières', 'entre-closes', ',', 'des', 'traits', 'informes', 'et', 'à', 'peine', 'ébauchés', '.']","['chétive', 'créature', ',', 'masse', 'chair', 'ridée', ',', 'paupières', 'entre-closes', ',', 'traits', 'informes', 'peine', 'ébauchés', '.']",15,2,6,0,4.000375105790526
J'aime les pommes de terre.,A1,0,"[""J'"", 'aime', 'les', 'pommes', 'de', 'terre', '.']","['aime', 'pommes', 'terre', '.']",4,1,2,0,2.007524912796274
Elle a juste miaulé craintivement et s'est recroquevillée sur sa branche oú elle se trouve.,B2,3,"['Elle', 'a', 'juste', 'miaulé', 'craintivement', 'et', ""s'"", 'est', 'recroquevillée', 'sur', 'sa', 'branche', 'oú', 'elle', 'se', 'trouve', '.']","['miaulé', 'craintivement', 'recroquevillée', 'branche', 'oú', 'trouve', '.']",7,2,2,2,3.3382948790004034
"Mesdames, messieurs, votre attention s'il vous plaît.",A2,1,"['Mesdames', ',', 'messieurs', ',', 'votre', 'attention', ""s'"", 'il', 'vous', 'plaît', '.']","['Mesdames', ',', 'messieurs', ',', 'attention', 'plaît', '.']",7,1,3,0,2.5219139609692482
"En cinquante ans, les progrès accomplis par les techniques de l'information ont entraîné une amplification extraordinaire des flux d'informations.",C1,4,"['En', 'cinquante', 'ans', ',', 'les', 'progrès', 'accomplis', 'par', 'les', 'techniques', 'de', ""l'"", 'information', 'ont', 'entraîné', 'une', 'amplification', 'extraordinaire', 'des', 'flux', ""d'"", 'informations', '.']","['ans', ',', 'progrès', 'accomplis', 'techniques', 'information', 'entraîné', 'amplification', 'extraordinaire', 'flux', 'informations', '.']",12,2,7,0,3.9313140939617006
Je regarde un film en allemand.,A1,0,"['Je', 'regarde', 'un', 'film', 'en', 'allemand', '.']","['regarde', 'film', 'allemand', '.']",4,1,2,0,2.251132018883025
Les vacances sont les moments préférés de Pierre car il a pour habitude d'aller chez ses grands-parents qui vivent dans une ferme de la campagne normande,A1,0,"['Les', 'vacances', 'sont', 'les', 'moments', 'préférés', 'de', 'Pierre', 'car', 'il', 'a', 'pour', 'habitude', ""d'"", 'aller', 'chez', 'ses', 'grands', '-', 'parents', 'qui', 'vivent', 'dans', 'une', 'ferme', 'de', 'la', 'campagne', 'normande']","['vacances', 'moments', 'préférés', 'Pierre', 'habitude', 'aller', 'grands', '-', 'parents', 'vivent', 'ferme', 'campagne', 'normande']",13,3,7,0,4.57749050358443
Figurez-vous un Turc allant la nuit chez Paul Niquet!,B2,3,"['Figurez', '-vous', 'un', 'Turc', 'allant', 'la', 'nuit', 'chez', 'Paul', 'Niquet', '!']","['Figurez', '-vous', 'Turc', 'allant', 'nuit', 'Paul', 'Niquet', '!']",8,2,3,0,2.942715767622622
La comtesse s'était passionnée pour le caractère primitif et pour l'astrologie de l'abbé Blanès.,C1,4,"['La', 'comtesse', ""s'"", 'était', 'passionnée', 'pour', 'le', 'caractère', 'primitif', 'et', 'pour', ""l'"", 'astrologie', 'de', ""l'"", 'abbé', 'Blanès', '.']","['comtesse', 'passionnée', 'caractère', 'primitif', 'astrologie', 'abbé', 'Blanès', '.']",8,1,4,0,3.2612813188617378
"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou un diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : ""J'avais deux copains",C1,4,"['Pour', 'dissuader', 'ses', 'lycéens', 'de', 'faire', 'les', 'Beaux', '-', 'arts', ',', ""l'"", 'École', 'du', 'cirque', 'ou', 'un', 'diplôme', ""d'"", 'arts', 'du', 'spectacle', ',', 'un', 'proviseur', 'avait', 'coutume', 'de', 'leur', 'raconter', 'cette', 'histoire', ':', '""', ""J'"", 'avais', 'deux', 'copains']","['dissuader', 'lycéens', 'faire', 'Beaux', '-', 'arts', ',', 'École', 'cirque', 'diplôme', 'arts', 'spectacle', ',', 'proviseur', 'coutume', 'raconter', 'histoire', ':', '""', 'copains']",20,5,12,0,4.895297800356161
"Perrette, retenant sa respiration tellement était forte l'odeur nauséabonde d'huile de vidange, dans la chambre-garage.",C1,4,"['Perrette', ',', 'retenant', 'sa', 'respiration', 'tellement', 'était', 'forte', ""l'"", 'odeur', 'nauséabonde', ""d'"", 'huile', 'de', 'vidange', ',', 'dans', 'la', 'chambre', '-', 'garage', '.']","['Perrette', ',', 'retenant', 'respiration', 'forte', 'odeur', 'nauséabonde', 'huile', 'vidange', ',', 'chambre', '-', 'garage', '.']",14,1,7,1,3.7390177609460586
"Néanmoins, l'introduction de la notion de genre dans la santé entraîne une meilleure compréhension des processus biologiques et sociaux intriqués qui influencent les trajectoires de santé des hommes et des femmes.",C1,4,"['Néanmoins', ',', ""l'"", 'introduction', 'de', 'la', 'notion', 'de', 'genre', 'dans', 'la', 'santé', 'entraîne', 'une', 'meilleure', 'compréhension', 'des', 'processus', 'biologiques', 'et', 'sociaux', 'intriqués', 'qui', 'influencent', 'les', 'trajectoires', 'de', 'santé', 'des', 'hommes', 'et', 'des', 'femmes', '.']","[',', 'introduction', 'notion', 'genre', 'santé', 'entraîne', 'meilleure', 'compréhension', 'processus', 'biologiques', 'sociaux', 'intriqués', 'influencent', 'trajectoires', 'santé', 'hommes', 'femmes', '.']",18,3,10,1,4.591414422949258
"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour un investissement moyen de 7 euros",C2,5,"['Pour', 'conjurer', 'les', 'deux', 'mois', 'de', 'vacances', ',', 'ils', 'achètent', 'donc', 'leur', 'potion', 'en', 'librairie', 'pour', 'un', 'investissement', 'moyen', 'de', '7', 'euros']","['conjurer', 'mois', 'vacances', ',', 'achètent', 'potion', 'librairie', 'investissement', 'moyen', '7', 'euros']",11,2,6,1,4.089973291443943
Le courant d'air ainsi créé permet à la sueur - qui absorbe la chaleur du corps - de s'évaporer et ainsi de le refroidir.,B1,2,"['Le', 'courant', ""d'"", 'air', 'ainsi', 'créé', 'permet', 'à', 'la', 'sueur', '-', 'qui', 'absorbe', 'la', 'chaleur', 'du', 'corps', '-', 'de', ""s'"", 'évaporer', 'et', 'ainsi', 'de', 'le', 'refroidir', '.']","['courant', 'air', 'créé', 'sueur', '-', 'absorbe', 'chaleur', 'corps', '-', 'évaporer', 'refroidir', '.']",12,5,6,2,3.8514009979495936
"La pelle, les pincettes et le bec du soufflet, tous de proportion colossale, brillaient comme de l'acier poli, tandis que le long des murs s'étendait une abondante batterie de cuisine, où miroitait inégalement la flamme claire du foyer, jointe aux premières lueurs du soleil arrivant par les carreaux.",C2,5,"['La', 'pelle', ',', 'les', 'pincettes', 'et', 'le', 'bec', 'du', 'soufflet', ',', 'tous', 'de', 'proportion', 'colossale', ',', 'brillaient', 'comme', 'de', ""l'"", 'acier', 'poli', ',', 'tandis', 'que', 'le', 'long', 'des', 'murs', ""s'"", 'étendait', 'une', 'abondante', 'batterie', 'de', 'cuisine', ',', 'où', 'miroitait', 'inégalement', 'la', 'flamme', 'claire', 'du', 'foyer', ',', 'jointe', 'aux', 'premières', 'lueurs', 'du', 'soleil', 'arrivant', 'par', 'les', 'carreaux', '.']","['pelle', ',', 'pincettes', 'bec', 'soufflet', ',', 'proportion', 'colossale', ',', 'brillaient', 'acier', 'poli', ',', 'tandis', 'long', 'murs', 'étendait', 'abondante', 'batterie', 'cuisine', ',', 'miroitait', 'inégalement', 'flamme', 'claire', 'foyer', ',', 'jointe', 'premières', 'lueurs', 'soleil', 'arrivant', 'carreaux', '.']",34,5,15,2,6.089783245718634
Mais les chiens et les chats ne s'aiment pas beaucoup .,A1,0,"['Mais', 'les', 'chiens', 'et', 'les', 'chats', 'ne', ""s'"", 'aiment', 'pas', 'beaucoup', '.']","['chiens', 'chats', 'aiment', 'beaucoup', '.']",5,1,2,3,2.7583997791790598
"Il s'offre les meilleurs guides, gravit les montagnes, s'épanouit",C1,4,"['Il', ""s'"", 'offre', 'les', 'meilleurs', 'guides', ',', 'gravit', 'les', 'montagnes', ',', ""s'"", 'épanouit']","['offre', 'meilleurs', 'guides', ',', 'gravit', 'montagnes', ',', 'épanouit']",8,2,2,1,2.7131032031553914
Les préadolescents et adolescents semblent particulièrement sensibles.,B2,3,"['Les', 'préadolescents', 'et', 'adolescents', 'semblent', 'particulièrement', 'sensibles', '.']","['préadolescents', 'adolescents', 'particulièrement', 'sensibles', '.']",5,1,2,1,2.439508789845253
"Les cordes vocales, ce sont des muscles, hein, et donc, j'ai un entraînement quotidien parce qu'on doit être raccord avec des enregistrements qui ont quelquefois 10 voire 15 ans",B2,3,"['Les', 'cordes', 'vocales', ',', 'ce', 'sont', 'des', 'muscles', ',', 'hein', ',', 'et', 'donc', ',', ""j'"", 'ai', 'un', 'entraînement', 'quotidien', 'parce', ""qu'"", 'on', 'doit', 'être', 'raccord', 'avec', 'des', 'enregistrements', 'qui', 'ont', 'quelquefois', '10', 'voire', '15', 'ans']","['cordes', 'vocales', ',', 'muscles', ',', 'hein', ',', ',', 'entraînement', 'quotidien', 'raccord', 'enregistrements', 'quelquefois', '10', 'voire', '15', 'ans']",17,4,6,2,5.039087267553192
"Elle trouvait ça drôle, finissait par rire, et, s'animant, commençait à trottiner derrière lui, avec de légers cris joyeux et craintifs, quand elle 143 avait cru le saisir.",C2,5,"['Elle', 'trouvait', 'ça', 'drôle', ',', 'finissait', 'par', 'rire', ',', 'et', ',', ""s'"", 'animant', ',', 'commençait', 'à', 'trottiner', 'derrière', 'lui', ',', 'avec', 'de', 'légers', 'cris', 'joyeux', 'et', 'craintifs', ',', 'quand', 'elle', '143', 'avait', 'cru', 'le', 'saisir', '.']","['trouvait', 'drôle', ',', 'finissait', 'rire', ',', ',', 'animant', ',', 'commençait', 'trottiner', ',', 'légers', 'cris', 'joyeux', 'craintifs', ',', '143', 'cru', 'saisir', '.']",21,7,3,0,4.729911535478484
Il est en train de ranger ses affaires.,A2,1,"['Il', 'est', 'en', 'train', 'de', 'ranger', 'ses', 'affaires', '.']","['train', 'ranger', 'affaires', '.']",4,1,2,0,2.509884880379385
"Tout comme la révolution industrielle a vu naître le capitalisme, je suis persuadé que la robolution va profondément modifier notre système économique.",B2,3,"['Tout', 'comme', 'la', 'révolution', 'industrielle', 'a', 'vu', 'naître', 'le', 'capitalisme', ',', 'je', 'suis', 'persuadé', 'que', 'la', 'robolution', 'va', 'profondément', 'modifier', 'notre', 'système', 'économique', '.']","['révolution', 'industrielle', 'naître', 'capitalisme', ',', 'persuadé', 'robolution', 'profondément', 'modifier', 'système', 'économique', '.']",12,5,4,2,4.222108106777487
"On a ainsi constaté, chez les femmes urbaines de haut niveau socio-économique, au Brésil, 28 % de réduction de la surcharge pondérale de 1989 à 1997.",C1,4,"['On', 'a', 'ainsi', 'constaté', ',', 'chez', 'les', 'femmes', 'urbaines', 'de', 'haut', 'niveau', 'socio-économique', ',', 'au', 'Brésil', ',', '28', '%', 'de', 'réduction', 'de', 'la', 'surcharge', 'pondérale', 'de', '1989', 'à', '1997', '.']","['constaté', ',', 'femmes', 'urbaines', 'haut', 'niveau', 'socio-économique', ',', 'Brésil', ',', '28', '%', 'réduction', 'surcharge', 'pondérale', '1989', '1997', '.']",18,1,5,1,4.357865331494131
Cette réponse me bouleversa.,C2,5,"['Cette', 'réponse', 'me', 'bouleversa', '.']","['réponse', 'bouleversa', '.']",3,1,1,0,1.9006671888882218
"[Les dames rient] Je pense qu'il y aurait de la bagarre, hein",A2,1,"['[', 'Les', 'dames', 'rient', ']', 'Je', 'pense', ""qu'"", 'il', 'y', 'aurait', 'de', 'la', 'bagarre', ',', 'hein']","['[', 'dames', 'rient', ']', 'bagarre', ',', 'hein']",7,3,2,1,3.068538280251822
"Tu ne mérites pas d'en manger, dit l'autre.",A2,1,"['Tu', 'ne', 'mérites', 'pas', ""d'"", 'en', 'manger', ',', 'dit', ""l'"", 'autre', '.']","['mérites', 'manger', ',', '.']",4,2,0,3,2.6747179189201846
"Jeune retraité de l'éducation nationale, Roger Rougier a sa réponse.",C1,4,"['Jeune', 'retraité', 'de', ""l'"", 'éducation', 'nationale', ',', 'Roger', 'Rougier', 'a', 'sa', 'réponse', '.']","['Jeune', 'retraité', 'éducation', 'nationale', ',', 'Roger', 'Rougier', 'réponse', '.']",9,1,3,0,2.8382300332749426
Tout se passe bien en France ?,B1,2,"['Tout', 'se', 'passe', 'bien', 'en', 'France', '?']","['passe', 'bien', 'France', '?']",4,1,0,2,2.360370855349705
"Non, elle est fleuriste.",A1,0,"['Non', ',', 'elle', 'est', 'fleuriste', '.']","['Non', ',', 'fleuriste', '.']",4,0,0,1,1.8307958628471546
"Sans enfants à cinquante-neuf ans, Guido avait, de son propre coeur, préparé pour son enfant à venir un coeur modelé sur sa propre préoccupation : l'hommage sans remords à la noblesse, la génuflexion que fait par contraction musculaire le corps pourchassé en s'affalant devant ce qui est imminent et inaccessible comme devant une grande chaleur.",C2,5,"['Sans', 'enfants', 'à', 'cinquante', '-', 'neuf', 'ans', ',', 'Guido', 'avait', ',', 'de', 'son', 'propre', 'coeur', ',', 'préparé', 'pour', 'son', 'enfant', 'à', 'venir', 'un', 'coeur', 'modelé', 'sur', 'sa', 'propre', 'préoccupation', ':', ""l'"", 'hommage', 'sans', 'remords', 'à', 'la', 'noblesse', ',', 'la', 'génuflexion', 'que', 'fait', 'par', 'contraction', 'musculaire', 'le', 'corps', 'pourchassé', 'en', ""s'"", 'affalant', 'devant', 'ce', 'qui', 'est', 'imminent', 'et', 'inaccessible', 'comme', 'devant', 'une', 'grande', 'chaleur', '.']","['enfants', '-', 'neuf', 'ans', ',', 'Guido', ',', 'propre', 'coeur', ',', 'préparé', 'enfant', 'venir', 'coeur', 'modelé', 'propre', 'préoccupation', ':', 'hommage', 'remords', 'noblesse', ',', 'génuflexion', 'contraction', 'musculaire', 'corps', 'pourchassé', 'affalant', 'imminent', 'inaccessible', 'grande', 'chaleur', '.']",33,5,15,0,6.1369098221732195
Le plat plein ploie sous le poids ou ne ploie point ?,C2,5,"['Le', 'plat', 'plein', 'ploie', 'sous', 'le', 'poids', 'ou', 'ne', 'ploie', 'point', '?']","['plat', 'plein', 'ploie', 'poids', 'ploie', 'point', '?']",7,2,3,1,2.587356387219266
"Et vous l'entendez, ce violon qui joue du klezmer, la musique traditionnelle des juifs itinérants ?",B2,3,"['Et', 'vous', ""l'"", 'entendez', ',', 'ce', 'violon', 'qui', 'joue', 'du', 'klezmer', ',', 'la', 'musique', 'traditionnelle', 'des', 'juifs', 'itinérants', '?']","['entendez', ',', 'violon', 'joue', 'klezmer', ',', 'musique', 'traditionnelle', 'juifs', 'itinérants', '?']",11,2,4,0,3.4919739927928255
"Un principe qui concerne déjà de nombreux produits tels que les emballages, les textiles et les pneus.",B2,3,"['Un', 'principe', 'qui', 'concerne', 'déjà', 'de', 'nombreux', 'produits', 'tels', 'que', 'les', 'emballages', ',', 'les', 'textiles', 'et', 'les', 'pneus', '.']","['principe', 'concerne', 'produits', 'emballages', ',', 'textiles', 'pneus', '.']",8,1,5,1,3.5560902670238215
"Non, bien sûr que non.",A2,1,"['Non', ',', 'bien', 'sûr', 'que', 'non', '.']","['Non', ',', 'bien', 'sûr', 'non', '.']",6,0,0,3,1.797175788671579
J'ai une soeur,A1,0,"[""J'"", 'ai', 'une', 'soeur']",['soeur'],1,1,1,0,1.6320934526878939
Et j'adresse un défi collectif au parterre !,B2,3,"['Et', ""j'"", 'adresse', 'un', 'défi', 'collectif', 'au', 'parterre', '!']","['adresse', 'défi', 'collectif', 'parterre', '!']",5,1,2,0,2.394348401336562
"En étant connecté en permanence à ses amis et en pouvant ""se raccrocher"" à des environnements en ligne familiers, comme sa page Facebook, son compte Twitter ou sa story Snapchat, la personne, éloignée de son environnement familier, ne se sentirait-elle pas alors davantage en sécurité affective, comme dans son foyer où elle a ses repères et habitudes rassurants ?",C2,5,"['En', 'étant', 'connecté', 'en', 'permanence', 'à', 'ses', 'amis', 'et', 'en', 'pouvant', '""', 'se', 'raccrocher', '""', 'à', 'des', 'environnements', 'en', 'ligne', 'familiers', ',', 'comme', 'sa', 'page', 'Facebook', ',', 'son', 'compte', 'Twitter', 'ou', 'sa', 'story', 'Snapchat', ',', 'la', 'personne', ',', 'éloignée', 'de', 'son', 'environnement', 'familier', ',', 'ne', 'se', 'sentirait', '-elle', 'pas', 'alors', 'davantage', 'en', 'sécurité', 'affective', ',', 'comme', 'dans', 'son', 'foyer', 'où', 'elle', 'a', 'ses', 'repères', 'et', 'habitudes', 'rassurants', '?']","['connecté', 'permanence', 'amis', 'pouvant', '""', 'raccrocher', '""', 'environnements', 'ligne', 'familiers', ',', 'page', 'Facebook', ',', 'compte', 'Twitter', 'story', 'Snapchat', ',', ',', 'éloignée', 'environnement', 'familier', ',', 'sentirait', '-elle', 'davantage', 'sécurité', 'affective', ',', 'foyer', 'repères', 'habitudes', 'rassurants', '?']",35,5,13,4,6.283776445947794
La blanquette est bonne.,A2,1,"['La', 'blanquette', 'est', 'bonne', '.']","['blanquette', 'bonne', '.']",3,0,1,0,1.7560418155323472
L'Empereur était à Paris.,B1,2,"[""L'"", 'Empereur', 'était', 'à', 'Paris', '.']","['Empereur', 'Paris', '.']",3,0,1,0,1.6769218420476917
"Je m'appelle Laurent et j'habite à Paris avec mes parents, ma soeur ainée et mon frère.",A2,1,"['Je', ""m'"", 'appelle', 'Laurent', 'et', ""j'"", 'habite', 'à', 'Paris', 'avec', 'mes', 'parents', ',', 'ma', 'soeur', 'ainée', 'et', 'mon', 'frère', '.']","['appelle', 'Laurent', 'habite', 'Paris', 'parents', ',', 'soeur', 'ainée', 'frère', '.']",10,2,3,0,3.6021815027265274
"Puis, il y eut une pause lugubre, suivie d'un vaste soupir d'agonie où l'on eût dit que l'âme de la grosse cloche s'exhalait.",C2,5,"['Puis', ',', 'il', 'y', 'eut', 'une', 'pause', 'lugubre', ',', 'suivie', ""d'"", 'un', 'vaste', 'soupir', ""d'"", 'agonie', 'où', ""l'"", 'on', 'eût', 'dit', 'que', ""l'"", 'âme', 'de', 'la', 'grosse', 'cloche', ""s'"", 'exhalait', '.']","[',', 'eut', 'pause', 'lugubre', ',', 'suivie', 'vaste', 'soupir', 'agonie', 'eût', 'âme', 'grosse', 'cloche', 'exhalait', '.']",15,4,5,0,4.317591364625586
